,0,1,2,3,4,5
242,"koreauniversity,kr-koreauniversity,kr	koreauniversity,kr-koreauniversity,kr","koreauniversity,kr-koreauniversity,kr	koreauniversity,kr-universityofnorthcarolinaatchapelhill,us","koreauniversity,kr-universityofnorthcarolinaatchapelhill,us	universityofnorthcarolinaatchapelhill,us-chungbuknationaluniversity,kr",,,
243,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-lawrenceberkeleynationallaboratory,us","koreaadvancedinstituteofscienceandtechnology,kr-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-chungbuknationaluniversity,kr",,,,
244,"koreaadvancedinstituteofscienceandtechnology,kr-universityofkansas,us	universityofkansas,us-universityofnotredame,us","universityofkansas,us-universityofnotredame,us	universityofnotredame,us-chungbuknationaluniversity,kr",,,,
245,"koreauniversity,kr-koreauniversity,kr	koreauniversity,kr-thecitycollegeofnewyork,us","koreauniversity,kr-thecitycollegeofnewyork,us	thecitycollegeofnewyork,us-instituteforcross-disciplinaryphysicsandcomplexsystems,es","thecitycollegeofnewyork,us-instituteforcross-disciplinaryphysicsandcomplexsystems,es	instituteforcross-disciplinaryphysicsandcomplexsystems,es-chungbuknationaluniversity,kr",,,
246,"koreaadvancedinstituteofscienceandtechnology,kr-rensselaerpolytechnicinstitute,us	rensselaerpolytechnicinstitute,us-chungbuknationaluniversity,kr",,,,,
247,"pohanguniversityofscienceandtechnology,kr-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-chungbuknationaluniversity,kr",,,,,
248,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-lawrenceberkeleynationallaboratory,us","seoulnationaluniversity,kr-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-chungbuknationaluniversity,kr",,,,
249,"ewhawomansuniversity,kr-ewhawomansuniversity,kr	ewhawomansuniversity,kr-universityofcalifornia,us","ewhawomansuniversity,kr-universityofcalifornia,us	universityofcalifornia,us-chungbuknationaluniversity,kr",,,,
250,"koreauniversity,kr-koreainstituteofscienceandtechnology,kr	koreainstituteofscienceandtechnology,kr-cea-leti,fr","koreainstituteofscienceandtechnology,kr-cea-leti,fr	cea-leti,fr-sungkyunkwanuniversity,kr","cea-leti,fr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-chungbuknationaluniversity,kr",,,
251,"universityofpennsylvania,us-theohiostateuniversity,us	theohiostateuniversity,us-pohanguniversityofscienceandtechnology,kr",,,,,
252,"pohanguniversityofscienceandtechnology,kr-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-instituteoftheoreticalphysics,fr","koreainstituteforadvancedstudy,kr-instituteoftheoreticalphysics,fr	instituteoftheoreticalphysics,fr-pohanguniversityofscienceandtechnology,kr","instituteoftheoreticalphysics,fr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr",,,
253,"princetonuniversity,us-princetonuniversity,us	princetonuniversity,us-pohanguniversityofscienceandtechnology,kr",,,,,
254,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-theuniversityoftokyo,jp","seoulnationaluniversity,kr-theuniversityoftokyo,jp	theuniversityoftokyo,jp-universityofmichigan,us","theuniversityoftokyo,jp-universityofmichigan,us	universityofmichigan,us-argonnenationallaboratory,us","universityofmichigan,us-argonnenationallaboratory,us	argonnenationallaboratory,us-maxplanckinstituteforsolidstateresearch,de","argonnenationallaboratory,us-maxplanckinstituteforsolidstateresearch,de	maxplanckinstituteforsolidstateresearch,de-pohanguniversityofscienceandtechnology,kr",
255,"universityofpennsylvania,us-cornelluniversity,us	cornelluniversity,us-pohanguniversityofscienceandtechnology,kr",,,,,
256,"universityofmaryland,us-oakridgenationallaboratory,us	oakridgenationallaboratory,us-pohanguniversityofscienceandtechnology,kr",,,,,
257,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-pohanguniversityofscienceandtechnology,kr",,,,,
258,"theuniversityoftexasataustin,us-harvarduniversity,us	harvarduniversity,us-losalamosnationallaboratory,us","harvarduniversity,us-losalamosnationallaboratory,us	losalamosnationallaboratory,us-pohanguniversityofscienceandtechnology,kr",,,,
259,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-oakridgenationallaboratory,us","seoulnationaluniversity,kr-oakridgenationallaboratory,us	oakridgenationallaboratory,us-pohanguniversityofscienceandtechnology,kr",,,,
260,"seoulnationaluniversity,kr-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-perimeterinstitutefortheoreticalphysics,ca","koreainstituteforadvancedstudy,kr-perimeterinstitutefortheoreticalphysics,ca	perimeterinstitutefortheoreticalphysics,ca-harvarduniversity,us","perimeterinstitutefortheoreticalphysics,ca-harvarduniversity,us	harvarduniversity,us-pohanguniversityofscienceandtechnology,kr",,,
261,"universityofcoloradoboulder,us-jointinstituteforlaboratoryastrophysics,us	jointinstituteforlaboratoryastrophysics,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
262,"californiainstituteoftechnology,us-instituteforadvancedstudy,us	instituteforadvancedstudy,us-universityofpennsylvania,us","instituteforadvancedstudy,us-universityofpennsylvania,us	universityofpennsylvania,us-pohanguniversityofscienceandtechnology,kr",,,,
263,"massachusettsinstituteoftechnology,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-pohanguniversityofscienceandtechnology,kr",,,,,
264,"rutgersuniversity,us-maxplanckinstituteforsolidstateresearch,de	maxplanckinstituteforsolidstateresearch,de-internationalcentrefortheoreticalphysics,it","maxplanckinstituteforsolidstateresearch,de-internationalcentrefortheoreticalphysics,it	internationalcentrefortheoreticalphysics,it-chonnamnationaluniversity,kr",,,,
265,"harvarduniversity,us-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-yonseiuniversity,kr","koreaadvancedinstituteofscienceandtechnology,kr-yonseiuniversity,kr	yonseiuniversity,kr-seoulnationaluniversity,kr","yonseiuniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-seoulnationaluniversity,kr","seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-pohanguniversityofscienceandtechnology,kr",,
266,"iowastateuniversity,us-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-universityofcalifornia,us","pohanguniversityofscienceandtechnology,kr-universityofcalifornia,us	universityofcalifornia,us-pohanguniversityofscienceandtechnology,kr",,,,
267,"universityofrochester,us-universityofrochester,us	universityofrochester,us-sandianationallaboratories,us","universityofrochester,us-sandianationallaboratories,us	sandianationallaboratories,us-yaleuniversity,us","sandianationallaboratories,us-yaleuniversity,us	yaleuniversity,us-pohanguniversityofscienceandtechnology,kr",,,
268,"tohokuuniversity,jp-theuniversityoftokyo,jp	theuniversityoftokyo,jp-yonseiuniversity,kr",,,,,
269,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-harvarduniversity,us","pohanguniversityofscienceandtechnology,kr-harvarduniversity,us	harvarduniversity,us-pohanguniversityofscienceandtechnology,kr",,,,
270,"seoulnationaluniversity,kr-universityofwisconsin-madison,us	universityofwisconsin-madison,us-seoulnationaluniversity,kr","universityofwisconsin-madison,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-pohanguniversityofscienceandtechnology,kr",,,,
271,"brandeisuniversity,us-harvarduniversity,us	harvarduniversity,us-pohanguniversityofscienceandtechnology,kr",,,,,
272,"massachusettsinstituteoftechnology,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-koreainstituteforadvancedstudy,kr",,,,,
273,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-technicaluniversitymunich,de","pohanguniversityofscienceandtechnology,kr-technicaluniversitymunich,de	technicaluniversitymunich,de-tampereuniversityoftechnology,fi","technicaluniversitymunich,de-tampereuniversityoftechnology,fi	tampereuniversityoftechnology,fi-koreainstituteforadvancedstudy,kr",,,
274,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-bostonuniversity,us","koreaadvancedinstituteofscienceandtechnology,kr-bostonuniversity,us	bostonuniversity,us-pohanguniversityofscienceandtechnology,kr","bostonuniversity,us-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr","pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr",,
275,"universityofcalifornia,us-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-koreainstituteforadvancedstudy,kr","universityofillinoisaturbana-champaign,us-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-pohanguniversityofscienceandtechnology,kr",,,,
276,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-lawrenceberkeleynationallaboratory,us","seoulnationaluniversity,kr-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-nanomixinc,us","lawrenceberkeleynationallaboratory,us-nanomixinc,us	nanomixinc,us-lawrenceberkeleynationallaboratory,us","nanomixinc,us-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-pohanguniversityofscienceandtechnology,kr",,
277,"washingtonuniversityinst.louis,us-brookhavennationallaboratory,us	brookhavennationallaboratory,us-hanyanguniversity,kr",,,,,
278,"koreauniversity,kr-universityofiowa,us	universityofiowa,us-europeanorganizationfornuclearresearch,ch","universityofiowa,us-europeanorganizationfornuclearresearch,ch	europeanorganizationfornuclearresearch,ch-freeuniversityofbrussels,be","europeanorganizationfornuclearresearch,ch-freeuniversityofbrussels,be	freeuniversityofbrussels,be-jeonbuknationaluniversity,kr",,,
279,"seoulnationaluniversity,kr-universityofchicago,us	universityofchicago,us-stanforduniversity,us","universityofchicago,us-stanforduniversity,us	stanforduniversity,us-hanyanguniversity,kr",,,,
280,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofcalifornia,us","seoulnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-hanyanguniversity,kr",,,,
281,"universityofcalifornia,us-rutgersuniversity,us	rutgersuniversity,us-universityofflorida,us","rutgersuniversity,us-universityofflorida,us	universityofflorida,us-hanyanguniversity,kr",,,,
282,"koreaadvancedinstituteofscienceandtechnology,kr-massachusettsinstituteoftechnology,us	massachusettsinstituteoftechnology,us-hanyanguniversity,kr",,,,,
283,"hanyanguniversity,kr-hanyanguniversity,kr	hanyanguniversity,kr-theuniversityoftexasatarlington,us","hanyanguniversity,kr-theuniversityoftexasatarlington,us	theuniversityoftexasatarlington,us-hanyanguniversity,kr","theuniversityoftexasatarlington,us-hanyanguniversity,kr	hanyanguniversity,kr-hanyanguniversity,kr",,,
284,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-swissfederalinstituteoftechnology,ch","seoulnationaluniversity,kr-swissfederalinstituteoftechnology,ch	swissfederalinstituteoftechnology,ch-maxplanckinstitute,de","swissfederalinstituteoftechnology,ch-maxplanckinstitute,de	maxplanckinstitute,de-hanyanguniversity,kr",,,
285,"soganguniversity,kr-soganguniversity,kr	soganguniversity,kr-queen'suniversity,uk","soganguniversity,kr-queen'suniversity,uk	queen'suniversity,uk-hanyanguniversity,kr",,,,
286,"jeonbuknationaluniversity,kr-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-sungkyunkwanuniversity,kr",,,,,
287,"pohanguniversityofscienceandtechnology,kr-fritzhaberinstitute,de	fritzhaberinstitute,de-jointresearchcenterforatomtechnology,jp","fritzhaberinstitute,de-jointresearchcenterforatomtechnology,jp	jointresearchcenterforatomtechnology,jp-oakridgenationallaboratory,us","jointresearchcenterforatomtechnology,jp-oakridgenationallaboratory,us	oakridgenationallaboratory,us-nationalrenewableenergylaboratory,us","oakridgenationallaboratory,us-nationalrenewableenergylaboratory,us	nationalrenewableenergylaboratory,us-pohanguniversityofscienceandtechnology,kr","nationalrenewableenergylaboratory,us-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-hanyanguniversity,kr",
288,"koreauniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-thehighenergyacceleratorresearchorganization,jp","seoulnationaluniversity,kr-thehighenergyacceleratorresearchorganization,jp	thehighenergyacceleratorresearchorganization,jp-sungkyunkwanuniversity,kr","thehighenergyacceleratorresearchorganization,jp-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-chonnamnationaluniversity,kr",,,
289,"seoulnationaluniversity,kr-instituteforbasicscience,kr	instituteforbasicscience,kr-seoulnationaluniversity,kr","instituteforbasicscience,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-hanyanguniversity,kr",,,,
290,"seoulnationaluniversity,kr-losalamosnationallaboratory,us	losalamosnationallaboratory,us-hanyanguniversity,kr",,,,,
291,"universityofrochester,us-universityofrochester,us	universityofrochester,us-universityofminnesota-twincities,us","universityofrochester,us-universityofminnesota-twincities,us	universityofminnesota-twincities,us-hanyanguniversity,kr",,,,
292,"theuniversityoftokyo,jp-yonseiuniversity,kr	yonseiuniversity,kr-hanyanguniversity,kr",,,,,
293,"koreaadvancedinstituteofscienceandtechnology,kr-universityofcalgary,ca	universityofcalgary,ca-hanyanguniversity,kr",,,,,
294,"universityofcalifornia,us-marshallspaceflightcenter,us	marshallspaceflightcenter,us-hanyanguniversity,kr",,,,,
295,"purdueuniversity,us-princetonuniversity,us	princetonuniversity,us-hanyanguniversity,kr",,,,,
296,"seoulnationaluniversity,kr-universityofflorida,us	universityofflorida,us-hanyanguniversity,kr",,,,,
297,"universityofwisconsin-madison,us-yonseiuniversity,kr	yonseiuniversity,kr-gachonuniversity,kr",,,,,
298,"theuniversityoftexasataustin,us-georgiainstituteoftechnology,us	georgiainstituteoftechnology,us-gachonuniversity,kr",,,,,
299,"seoulnationaluniversity,kr-oakridgenationallaboratory,us	oakridgenationallaboratory,us-gachonuniversity,kr",,,,,
300,"universityofoxford,uk-technicaluniversityofeindhoven,nl	technicaluniversityofeindhoven,nl-nippontelegraphandtelephone,jp","technicaluniversityofeindhoven,nl-nippontelegraphandtelephone,jp	nippontelegraphandtelephone,jp-gachonuniversity,kr",,,,
301,"sungkyunkwanuniversity,kr-theuniversityoftexasataustin,us	theuniversityoftexasataustin,us-gachonuniversity,kr",,,,,
302,"theuniversityoftexasataustin,us-harvarduniversity,us	harvarduniversity,us-thecatholicuniversityofkorea,kr",,,,,
303,"universityofpennsylvania,us-universityofpennsylvania,us	universityofpennsylvania,us-universityofcalifornia,us","universityofpennsylvania,us-universityofcalifornia,us	universityofcalifornia,us-thecatholicuniversityofkorea,kr",,,,
304,"iowastateuniversity,us-ameslaboratory,us	ameslaboratory,us-losalamosnationallaboratory,us","ameslaboratory,us-losalamosnationallaboratory,us	losalamosnationallaboratory,us-thecatholicuniversityofkorea,kr",,,,
305,"koreaadvancedinstituteofscienceandtechnology,kr-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-aaltouniversity,fi","koreainstituteforadvancedstudy,kr-aaltouniversity,fi	aaltouniversity,fi-pohanguniversityofscienceandtechnology,kr","aaltouniversity,fi-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-asiapacificcenterfortheoreticalphysics,kr",,,
306,"universityofmaryland,us-navalresearchlaboratory,us	navalresearchlaboratory,us-kwangwoonuniversity,kr",,,,,
307,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-hamptonuniversity,us",,,,,
308,"soganguniversity,kr-hanyanguniversity,kr	hanyanguniversity,kr-kwangwoonuniversity,kr",,,,,
309,"northwesternuniversity,us-northwesternuniversity,us	northwesternuniversity,us-kwangwoonuniversity,kr",,,,,
310,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kwangwoonuniversity,kr",,,,,
311,"delhiuniversity,in-delhiuniversity,in	delhiuniversity,in-kwangwoonuniversity,kr",,,,,
312,"koreaadvancedinstituteofscienceandtechnology,kr-kyungheeuniversity,kr	kyungheeuniversity,kr-kwangwoonuniversity,kr","kyungheeuniversity,kr-kwangwoonuniversity,kr	kwangwoonuniversity,kr-konkukuniversity,kr","kwangwoonuniversity,kr-konkukuniversity,kr	konkukuniversity,kr-kwangwoonuniversity,kr",,,
313,"koreauniversity,kr-korearesearchinstituteofstandardsandscience,kr	korearesearchinstituteofstandardsandscience,kr-koreainstituteofscienceandtechnology,kr","korearesearchinstituteofstandardsandscience,kr-koreainstituteofscienceandtechnology,kr	koreainstituteofscienceandtechnology,kr-koreauniversity,kr","koreainstituteofscienceandtechnology,kr-koreauniversity,kr	koreauniversity,kr-japanscienceandtechnologyagency,jp","koreauniversity,kr-japanscienceandtechnologyagency,jp	japanscienceandtechnologyagency,jp-hanyanguniversity,kr","japanscienceandtechnologyagency,jp-hanyanguniversity,kr	hanyanguniversity,kr-kwangwoonuniversity,kr","hanyanguniversity,kr-kwangwoonuniversity,kr	kwangwoonuniversity,kr-kwangwoonuniversity,kr"
314,"emoryuniversity,us-purdueuniversity,us	purdueuniversity,us-pohanguniversityofscienceandtechnology,kr","purdueuniversity,us-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-kwangwoonuniversity,kr","pohanguniversityofscienceandtechnology,kr-kwangwoonuniversity,kr	kwangwoonuniversity,kr-kwangwoonuniversity,kr",,,
315,"gifuuniversity,jp-yonseiuniversity,kr	yonseiuniversity,kr-kwangwoonuniversity,kr","yonseiuniversity,kr-kwangwoonuniversity,kr	kwangwoonuniversity,kr-kwangwoonuniversity,kr",,,,
316,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kwangwoonuniversity,kr","seoulnationaluniversity,kr-kwangwoonuniversity,kr	kwangwoonuniversity,kr-kwangwoonuniversity,kr",,,,
317,"koreaadvancedinstituteofscienceandtechnology,kr-universityofmelbourne,au	universityofmelbourne,au-gwangjuuniversity,kr",,,,,
318,"yonseiuniversity,kr-universityofcalifornia,us	universityofcalifornia,us-dong-auniversity,kr",,,,,
319,"universityofcalifornia,us-maxplanckinstituteofmicrostructurephysics,de	maxplanckinstituteofmicrostructurephysics,de-universityofcalifornia,us","maxplanckinstituteofmicrostructurephysics,de-universityofcalifornia,us	universityofcalifornia,us-pukyongnationaluniversity,kr",,,,
320,"pusannationaluniversity,kr-pusannationaluniversity,kr	pusannationaluniversity,kr-gwangjuinstituteofscienceandtechnology,kr","pusannationaluniversity,kr-gwangjuinstituteofscienceandtechnology,kr	gwangjuinstituteofscienceandtechnology,kr-universityofcalifornia,us","gwangjuinstituteofscienceandtechnology,kr-universityofcalifornia,us	universityofcalifornia,us-gwangjuinstituteofscienceandtechnology,kr","universityofcalifornia,us-gwangjuinstituteofscienceandtechnology,kr	gwangjuinstituteofscienceandtechnology,kr-pukyongnationaluniversity,kr",,
321,"koreaadvancedinstituteofscienceandtechnology,kr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-umeauniversity,se","sungkyunkwanuniversity,kr-umeauniversity,se	umeauniversity,se-pukyongnationaluniversity,kr",,,,
322,"iowastateuniversity,us-universityofnorthcarolinaatchapelhill,us	universityofnorthcarolinaatchapelhill,us-universityofnorthcarolinaatchapelhill,us","universityofnorthcarolinaatchapelhill,us-universityofnorthcarolinaatchapelhill,us	universityofnorthcarolinaatchapelhill,us-pukyongnationaluniversity,kr",,,,
323,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-koreabasicscienceinstitute,kr","pohanguniversityofscienceandtechnology,kr-koreabasicscienceinstitute,kr	koreabasicscienceinstitute,kr-donggukuniversity,kr","koreabasicscienceinstitute,kr-donggukuniversity,kr	donggukuniversity,kr-pukyongnationaluniversity,kr",,,
324,"ulsannationalinstituteofscienceandtechnology,kr-ulsannationalinstituteofscienceandtechnology,kr	ulsannationalinstituteofscienceandtechnology,kr-universityofcambridge,uk","ulsannationalinstituteofscienceandtechnology,kr-universityofcambridge,uk	universityofcambridge,uk-pukyongnationaluniversity,kr",,,,
325,"pusannationaluniversity,kr-koreabasicscienceinstitute,kr	koreabasicscienceinstitute,kr-korearesearchinstituteofchemicaltechnology,kr","koreabasicscienceinstitute,kr-korearesearchinstituteofchemicaltechnology,kr	korearesearchinstituteofchemicaltechnology,kr-institutnationaldelarecherchescientifique,ca","korearesearchinstituteofchemicaltechnology,kr-institutnationaldelarecherchescientifique,ca	institutnationaldelarecherchescientifique,ca-sungkyunkwanuniversity,kr","institutnationaldelarecherchescientifique,ca-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-sungkyunkwanuniversity,kr","sungkyunkwanuniversity,kr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-pukyongnationaluniversity,kr",
326,"pusannationaluniversity,kr-koreauniversity,kr	koreauniversity,kr-marylandquantummaterialscenter,us","koreauniversity,kr-marylandquantummaterialscenter,us	marylandquantummaterialscenter,us-pukyongnationaluniversity,kr",,,,
327,"seoulnationaluniversity,kr-rutgersuniversity,us	rutgersuniversity,us-seoulnationaluniversity,kr","rutgersuniversity,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-losalamosnationallaboratory,us","seoulnationaluniversity,kr-losalamosnationallaboratory,us	losalamosnationallaboratory,us-losalamosnationallaboratory,us","losalamosnationallaboratory,us-losalamosnationallaboratory,us	losalamosnationallaboratory,us-seoulnationaluniversity,kr",,
328,"universityofmaryland,us-universityofwisconsin-madison,us	universityofwisconsin-madison,us-yonseiuniversity,kr",,,,,
329,"seoulnationaluniversity,kr-imperialcollegelondon,uk	imperialcollegelondon,uk-seoulnationaluniversity,kr",,,,,
330,"stanforduniversity,us-universityofcalifornia,us	universityofcalifornia,us-stanforduniversity,us","universityofcalifornia,us-stanforduniversity,us	stanforduniversity,us-californiainstituteoftechnology,us","stanforduniversity,us-californiainstituteoftechnology,us	californiainstituteoftechnology,us-stanforduniversity,us","californiainstituteoftechnology,us-stanforduniversity,us	stanforduniversity,us-seoulnationaluniversity,kr",,
331,"koreaadvancedinstituteofscienceandtechnology,kr-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-theohiostateuniversity,us","koreainstituteforadvancedstudy,kr-theohiostateuniversity,us	theohiostateuniversity,us-seoulnationaluniversity,kr",,,,
332,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-kavliinstitute,us","koreaadvancedinstituteofscienceandtechnology,kr-kavliinstitute,us	kavliinstitute,us-koreaadvancedinstituteofscienceandtechnology,kr","kavliinstitute,us-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr",,,
333,"theuniversityoftexasataustin,us-nationalinstituteofstandardsandtechnology,us	nationalinstituteofstandardsandtechnology,us-universityofmaryland,us","nationalinstituteofstandardsandtechnology,us-universityofmaryland,us	universityofmaryland,us-seoulnationaluniversity,kr",,,,
334,"universityofflorida,us-navalresearchlaboratory,us	navalresearchlaboratory,us-seoulnationaluniversity,kr",,,,,
335,"imperialcollegelondon,uk-frenchnationalcentreforscientificresearch,fr	frenchnationalcentreforscientificresearch,fr-universityoflondon,uk","frenchnationalcentreforscientificresearch,fr-universityoflondon,uk	universityoflondon,uk-inhauniversity,kr",,,,
336,"universityofcalifornia,us-universityofcalifornia,us	universityofcalifornia,us-universityofoxford,uk","universityofcalifornia,us-universityofoxford,uk	universityofoxford,uk-boschresearchanddevelopmentcenter,uk","universityofoxford,uk-boschresearchanddevelopmentcenter,uk	boschresearchanddevelopmentcenter,uk-seoulnationaluniversity,kr",,,
337,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-technion-israelinstituteoftechnology,il","koreaadvancedinstituteofscienceandtechnology,kr-technion-israelinstituteoftechnology,il	technion-israelinstituteoftechnology,il-universityofcambridge,uk","technion-israelinstituteoftechnology,il-universityofcambridge,uk	universityofcambridge,uk-seoulnationaluniversity,kr",,,
338,"massachusettsinstituteoftechnology,us-massachusettsinstituteoftechnology,us	massachusettsinstituteoftechnology,us-seoulnationaluniversity,kr",,,,,
339,"massachusettsinstituteoftechnology,us-g.r.harrisonspectroscopylaboratory,us	g.r.harrisonspectroscopylaboratory,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
340,"seoulnationaluniversity,kr-universityoftoronto,ca	universityoftoronto,ca-instituteofphysicalandchemicalresearch,jp","universityoftoronto,ca-instituteofphysicalandchemicalresearch,jp	instituteofphysicalandchemicalresearch,jp-seoulnationaluniversity,kr",,,,
341,"universityofrochester,us-enricofermiinstitute,us	enricofermiinstitute,us-seoulnationaluniversity,kr",,,,,
342,"northwesternuniversity,us-northwesternuniversity,us	northwesternuniversity,us-universityofillinoisaturbana-champaign,us","northwesternuniversity,us-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-soganguniversity,kr",,,,
343,"seoulnationaluniversity,kr-ferminationalacceleratorlaboratory,us	ferminationalacceleratorlaboratory,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
344,"northwesternuniversity,us-oakridgenationallaboratory,us	oakridgenationallaboratory,us-pohanguniversityofscienceandtechnology,kr",,,,,
345,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-ludwigmaximilianuniversityofmunich,de","koreaadvancedinstituteofscienceandtechnology,kr-ludwigmaximilianuniversityofmunich,de	ludwigmaximilianuniversityofmunich,de-seoulnationaluniversity,kr",,,,
346,"columbiauniversityinthecityofnewyork,us-ibmwatsonresearchcenter,us	ibmwatsonresearchcenter,us-losalamosnationallaboratory,us","ibmwatsonresearchcenter,us-losalamosnationallaboratory,us	losalamosnationallaboratory,us-seoulnationaluniversity,kr",,,,
347,"universityofmichigan,us-pennsylvaniastateuniversity,us	pennsylvaniastateuniversity,us-ajouuniversity,kr",,,,,
348,"purdueuniversity,us-yaleuniversity,us	yaleuniversity,us-gwangjuinstituteofscienceandtechnology,kr",,,,,
349,"universityofillinoisaturbana-champaign,us-massachusettsinstituteoftechnology,us	massachusettsinstituteoftechnology,us-seoulnationaluniversity,kr",,,,,
350,"brownuniversity,us-brownuniversity,us	brownuniversity,us-seoulnationaluniversity,kr",,,,,
351,"universityofmichigan,us-enricofermiinstitute,us	enricofermiinstitute,us-koreainstituteforadvancedstudy,kr","enricofermiinstitute,us-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-slacnationalacceleratorlaboratory,us","koreainstituteforadvancedstudy,kr-slacnationalacceleratorlaboratory,us	slacnationalacceleratorlaboratory,us-seoulnationaluniversity,kr",,,
352,"queen'suniversity,uk-theuniversityofqueensland,au	theuniversityofqueensland,au-seoulnationaluniversity,kr",,,,,
353,"yaleuniversity,us-harvarduniversity,us	harvarduniversity,us-seoulnationaluniversity,kr",,,,,
