,0,1,2,3,4,5
354,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr","koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-lawrenceberkeleynationallaboratory,us","koreaadvancedinstituteofscienceandtechnology,kr-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-seoulnationaluniversity,kr",,,
355,"paris-suduniversity,fr-indianauniversitycyclotronfacility,us	indianauniversitycyclotronfacility,us-indianauniversitycyclotronfacility,us","indianauniversitycyclotronfacility,us-indianauniversitycyclotronfacility,us	indianauniversitycyclotronfacility,us-templeuniversity,us","indianauniversitycyclotronfacility,us-templeuniversity,us	templeuniversity,us-seoulnationaluniversity,kr",,,
356,"universityofmichigan,us-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-yonseiuniversity,kr",,,,,
357,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofillinoisaturbana-champaign,us","seoulnationaluniversity,kr-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-seoulnationaluniversity,kr",,,,
358,"purdueuniversity,us-northwesternuniversity,us	northwesternuniversity,us-northwesternuniversity,us","northwesternuniversity,us-northwesternuniversity,us	northwesternuniversity,us-floridastateuniversity,us",,,,
359,"universityoftubingen,de-lowtemperaturelaboratory,fi	lowtemperaturelaboratory,fi-universityofillinoisaturbana-champaign,us","lowtemperaturelaboratory,fi-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-universityofinnsbruck,au","universityofillinoisaturbana-champaign,us-universityofinnsbruck,au	universityofinnsbruck,au-universityoftubingen,de","universityofinnsbruck,au-universityoftubingen,de	universityoftubingen,de-universityoftubingen,de",,
360,"universityofmichigan,us-nationalinstituteofstandardsandtechnology,us	nationalinstituteofstandardsandtechnology,us-soonchunhyanguniversity,kr",,,,,
361,"universityofconnecticut,us-universityofconnecticut,us	universityofconnecticut,us-soonchunhyanguniversity,kr",,,,,
362,"seoulnationaluniversity,kr-losalamosnationallaboratory,us	losalamosnationallaboratory,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
363,"ioffephysicaltechnicalinstitute,ru-maxplanckinstitute,de	maxplanckinstitute,de-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
364,"universityofmaryland,us-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
365,"seoulnationaluniversity,kr-theohiostateuniversity,us	theohiostateuniversity,us-chungbuknationaluniversity,kr",,,,,
366,"northwesternuniversity,us-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
367,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-max-planckinstitute,de","seoulnationaluniversity,kr-max-planckinstitute,de	max-planckinstitute,de-koreaadvancedinstituteofscienceandtechnology,kr",,,,
368,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofcalifornia,us","seoulnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-columbiauniversityinthecityofnewyork,us","universityofcalifornia,us-columbiauniversityinthecityofnewyork,us	columbiauniversityinthecityofnewyork,us-argonnenationallab,us","columbiauniversityinthecityofnewyork,us-argonnenationallab,us	argonnenationallab,us-koreaadvancedinstituteofscienceandtechnology,kr",,
369,"universityofmaryland,us-cornelluniversity,us	cornelluniversity,us-universityofchicago,us","cornelluniversity,us-universityofchicago,us	universityofchicago,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,
370,"seoulnationaluniversity,kr-universityofnotredame,us	universityofnotredame,us-universityofnotredame,us","universityofnotredame,us-universityofnotredame,us	universityofnotredame,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,
371,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-universityofrochester,us","koreaadvancedinstituteofscienceandtechnology,kr-universityofrochester,us	universityofrochester,us-maxplanckinstitute,de","universityofrochester,us-maxplanckinstitute,de	maxplanckinstitute,de-koreaadvancedinstituteofscienceandtechnology,kr",,,
372,"pennsylvaniastateuniversity,us-pennsylvaniastateuniversity,us	pennsylvaniastateuniversity,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
373,"seoulnationaluniversity,kr-perimeterinstitutefortheoreticalphysics,ca	perimeterinstitutefortheoreticalphysics,ca-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
374,"seoulnationaluniversity,kr-kyotouniversity,jp	kyotouniversity,jp-kyotouniversity,jp",,,,,
375,"johnshopkinsuniversity,us-universityofcalifornia,us	universityofcalifornia,us-universityofmissouri,us",,,,,
376,"yonseiuniversity,kr-instituteofbasicscience,kr	instituteofbasicscience,kr-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
377,"pohanguniversityofscienceandtechnology,kr-ludwigmaximilianuniversityofmunich,de	ludwigmaximilianuniversityofmunich,de-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
378,"koreaadvancedinstituteofscienceandtechnology,kr-nationalrenewableenergylaboratory,us	nationalrenewableenergylaboratory,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
379,"seoulnationaluniversity,kr-californiainstituteoftechnology,us	californiainstituteoftechnology,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
380,"koreaadvancedinstituteofscienceandtechnology,kr-universityofflorida,us	universityofflorida,us-universityofcalifornia,us","universityofflorida,us-universityofcalifornia,us	universityofcalifornia,us-brookhavennationallaboratory,us","universityofcalifornia,us-brookhavennationallaboratory,us	brookhavennationallaboratory,us-collegeofwilliam&mary,us","brookhavennationallaboratory,us-collegeofwilliam&mary,us	collegeofwilliam&mary,us-koreaadvancedinstituteofscienceandtechnology,kr",,
381,"californiainstituteoftechnology,us-californiainstituteoftechnology,us	californiainstituteoftechnology,us-universityofcalifornia,us","californiainstituteoftechnology,us-universityofcalifornia,us	universityofcalifornia,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,
382,"californiainstituteoftechnology,us-californiainstituteoftechnology,us	californiainstituteoftechnology,us-universityofcalifornia,us","californiainstituteoftechnology,us-universityofcalifornia,us	universityofcalifornia,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,
383,"harvarduniversity,us-universityofcalifornia,us	universityofcalifornia,us-universityofchicago,us","universityofcalifornia,us-universityofchicago,us	universityofchicago,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,
384,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-laboratoirekastlerbrossel,fr","pohanguniversityofscienceandtechnology,kr-laboratoirekastlerbrossel,fr	laboratoirekastlerbrossel,fr-koreaadvancedinstituteofscienceandtechnology,kr",,,,
385,"koreaadvancedinstituteofscienceandtechnology,kr-koreauniversity,kr	koreauniversity,kr-stanforduniversity,us","koreauniversity,kr-stanforduniversity,us	stanforduniversity,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,
386,"koreaadvancedinstituteofscienceandtechnology,kr-max-planckinstitute,de	max-planckinstitute,de-koreainstituteforadvancedstudy,kr","max-planckinstitute,de-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-koreaadvancedinstituteofscienceandtechnology,kr",,,,
387,"johnshopkinsuniversity,us-yaleuniversity,us	yaleuniversity,us-sapienzauniversityofrome,it","yaleuniversity,us-sapienzauniversityofrome,it	sapienzauniversityofrome,it-ecolepolytechniquefederaledelausanne,ch","sapienzauniversityofrome,it-ecolepolytechniquefederaledelausanne,ch	ecolepolytechniquefederaledelausanne,ch-koreaadvancedinstituteofscienceandtechnology,kr",,,
388,"californiainstituteoftechnology,us-universityofcalifornia,us	universityofcalifornia,us-asiapacificcenterfortheoreticalphysics,kr",,,,,
389,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-universityofcalifornia,us","pohanguniversityofscienceandtechnology,kr-universityofcalifornia,us	universityofcalifornia,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,
390,"universityofmichigan,us-universityofcalifornia,us	universityofcalifornia,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
391,"universityofrochester,us-universityofrochester,us	universityofrochester,us-koreaadvancedinstituteofscienceandtechnology,kr",,,,,
392,"northcarolinastateuniversity,us-northcarolinastateuniversity,us	northcarolinastateuniversity,us-hankukuniversityofforeignstudies,kr",,,,,
393,"seoulnationaluniversity,kr-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-universityofillinoisaturbana-champaign,us","universityofillinoisaturbana-champaign,us-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-hankukuniversityofforeignstudies,kr",,,,
394,"seoulnationaluniversity,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr","pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-hankukuniversityofforeignstudies,kr",,,,
395,"washingtonuniversityinst.louis,us-virginiacommonwealthuniversity,us	virginiacommonwealthuniversity,us-seoulnationaluniversity,kr","virginiacommonwealthuniversity,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-koreauniversity,kr","seoulnationaluniversity,kr-koreauniversity,kr	koreauniversity,kr-hankukuniversityofforeignstudies,kr",,,
396,"universityofcalifornia,us-universityofcalifornia,us	universityofcalifornia,us-lawrenceberkeleynationallaboratory,us","universityofcalifornia,us-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-theuniversityoftexasataustin,us",,,,
397,"purdueuniversity,us-indianauniversity-purdueuniversityindianapolis,us	indianauniversity-purdueuniversityindianapolis,us-indianauniversity-purdueuniversityindianapolis,us","indianauniversity-purdueuniversityindianapolis,us-indianauniversity-purdueuniversityindianapolis,us	indianauniversity-purdueuniversityindianapolis,us-argonnenationallaboratory,us","indianauniversity-purdueuniversityindianapolis,us-argonnenationallaboratory,us	argonnenationallaboratory,us-hallymuniversity,kr",,,
398,"universityofchicago,us-asiapacificcenterfortheoreticalphysics,kr	asiapacificcenterfortheoreticalphysics,kr-koreauniversity,kr","asiapacificcenterfortheoreticalphysics,kr-koreauniversity,kr	koreauniversity,kr-sungkyunkwanuniversity,kr",,,,
399,"universityofillinoisaturbana-champaign,us-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-northwesternuniversity,us","universityofillinoisaturbana-champaign,us-northwesternuniversity,us	northwesternuniversity,us-universityofillinoisaturbana-champaign,us",,,,
400,"hiroshimauniversity,jp-losalamosnationallaboratory,us	losalamosnationallaboratory,us-soganguniversity,kr",,,,,
401,"harvarduniversity,us-harvarduniversity,us	harvarduniversity,us-harvarduniversity,us","harvarduniversity,us-harvarduniversity,us	harvarduniversity,us-nationalrenewableenergylaboratory,us","harvarduniversity,us-nationalrenewableenergylaboratory,us	nationalrenewableenergylaboratory,us-harvarduniversity,us",,,
402,"seoulnationaluniversity,kr-instituteforbasicscience,kr	instituteforbasicscience,kr-oakridgenationallaboratory,us","instituteforbasicscience,kr-oakridgenationallaboratory,us	oakridgenationallaboratory,us-indianauniversity-purdueuniversityindianapolis,us",,,,
403,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-harvarduniversity,us","seoulnationaluniversity,kr-harvarduniversity,us	harvarduniversity,us-harvarduniversity,us","harvarduniversity,us-harvarduniversity,us	harvarduniversity,us-soganguniversity,kr",,,
404,"seoulnationaluniversity,kr-heriot-wattuniversity,uk	heriot-wattuniversity,uk-koreauniversity,kr","heriot-wattuniversity,uk-koreauniversity,kr	koreauniversity,kr-soganguniversity,kr",,,,
405,"universityofsydney,au-japansocietyforthepromotionofscience,jp	japansocietyforthepromotionofscience,jp-universityofseoul,kr",,,,,
406,"universityofillinoisaturbana-champaign,us-stanforduniversity,us	stanforduniversity,us-universityofcalifornia,us","stanforduniversity,us-universityofcalifornia,us	universityofcalifornia,us-universityofseoul,kr",,,,
407,"yonseiuniversity,kr-universityofcalifornia,us	universityofcalifornia,us-dong-auniversity,kr",,,,,
408,"princetonuniversity,us-rutgersuniversity,us	rutgersuniversity,us-universityofseoul,kr",,,,,
409,"sungkyunkwanuniversity,kr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-losalamosnationallaboratory,us","sungkyunkwanuniversity,kr-losalamosnationallaboratory,us	losalamosnationallaboratory,us-kyungpooknationaluniversity,kr",,,,
410,"koreauniversity,kr-louisianastateuniversity,us	louisianastateuniversity,us-kyungpooknationaluniversity,kr",,,,,
411,"koreaadvancedinstituteofscienceandtechnology,kr-universityofcambridge,uk	universityofcambridge,uk-korearesearchinstituteofstandardsandscience,kr","universityofcambridge,uk-korearesearchinstituteofstandardsandscience,kr	korearesearchinstituteofstandardsandscience,kr-kyungpooknationaluniversity,kr",,,,
412,"seoulnationaluniversity,kr-saopaulostateuniversity,br	saopaulostateuniversity,br-kyungpooknationaluniversity,kr",,,,,
413,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kyungpooknationaluniversity,kr",,,,,
414,"universityoforegon,us-universityofcoloradoboulder,us	universityofcoloradoboulder,us-kyungpooknationaluniversity,kr",,,,,
415,"seoulnationaluniversity,kr-theuniversityofoklahoma,us	theuniversityofoklahoma,us-theuniversityoftokyo,jp","theuniversityofoklahoma,us-theuniversityoftokyo,jp	theuniversityoftokyo,jp-kyungpooknationaluniversity,kr",,,,
416,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr","koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofcalifornia,us","seoulnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-kyungpooknationaluniversity,kr",,,
417,"iowastateuniversity,us-texastechuniversity,us	texastechuniversity,us-koreauniversity,kr","texastechuniversity,us-koreauniversity,kr	koreauniversity,kr-kyungpooknationaluniversity,kr",,,,
418,"paris-suduniversity,fr-ghentuniversity,be	ghentuniversity,be-institutdephysiquenucleaired'orsay,fr","ghentuniversity,be-institutdephysiquenucleaired'orsay,fr	institutdephysiquenucleaired'orsay,fr-kyungpooknationaluniversity,kr",,,,
419,"brownuniversity,us-universityofmanchester,uk	universityofmanchester,uk-universityofmaryland,us","universityofmanchester,uk-universityofmaryland,us	universityofmaryland,us-hallymuniversity,kr",,,,
420,"purdueuniversity,us-universityofguelph,ca	universityofguelph,ca-soongsiluniversity,kr",,,,,
421,"purdueuniversity,us-oakridgenationallaboratory,us	oakridgenationallaboratory,us-universityofillinoisaturbana-champaign,us","oakridgenationallaboratory,us-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-soongsiluniversity,kr",,,,
422,"universityofpennsylvania,us-universityofkentucky,us	universityofkentucky,us-soongsiluniversity,kr",,,,,
423,"pohanguniversityofscienceandtechnology,kr-argonnenationallaboratory,us	argonnenationallaboratory,us-soongsiluniversity,kr",,,,,
424,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofcalifornia,us","seoulnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-japanscienceandtechnologyagency,jp","universityofcalifornia,us-japanscienceandtechnologyagency,jp	japanscienceandtechnologyagency,jp-soongsiluniversity,kr",,,
425,"tohokuuniversity,jp-universityoftubingen,de	universityoftubingen,de-nationaltaiwanuniversity,tw","universityoftubingen,de-nationaltaiwanuniversity,tw	nationaltaiwanuniversity,tw-yonseiuniversity,kr","nationaltaiwanuniversity,tw-yonseiuniversity,kr	yonseiuniversity,kr-soongsiluniversity,kr",,,
426,"columbiauniversityinthecityofnewyork,us-rutgersuniversity,us	rutgersuniversity,us-universityofcalifornia,us","rutgersuniversity,us-universityofcalifornia,us	universityofcalifornia,us-seoulnationaluniversity,kr","universityofcalifornia,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-soongsiluniversity,kr",,,
427,"seoulnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-soongsiluniversity,kr",,,,,
428,"purdueuniversity,us-ohiouniversity,us	ohiouniversity,us-donggukuniversity,kr","ohiouniversity,us-donggukuniversity,kr	donggukuniversity,kr-soongsiluniversity,kr",,,,
429,"johnshopkinsuniversity,us-nationalinstitutefornuclearphysics,it	nationalinstitutefornuclearphysics,it-universityofillinoisaturbana-champaign,us","nationalinstitutefornuclearphysics,it-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-universityofillinoisaturbana-champaign,us","universityofillinoisaturbana-champaign,us-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-soongsiluniversity,kr",,,
430,"ewhawomansuniversity,kr-ewhawomansuniversity,kr	ewhawomansuniversity,kr-tokyoinstituteoftechnology,jp","ewhawomansuniversity,kr-tokyoinstituteoftechnology,jp	tokyoinstituteoftechnology,jp-soongsiluniversity,kr",,,,
431,"stonybrookuniversity,us-yonseiuniversity,kr	yonseiuniversity,kr-yonseiuniversity,kr","yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-theuniversityoftennessee,us",,,,
432,"universityofcalifornia,us-stanforduniversity,us	stanforduniversity,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
433,"yonseiuniversity,kr-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-fritzhaberinstituteofthemaxplanckgesellschaft,de","lawrenceberkeleynationallaboratory,us-fritzhaberinstituteofthemaxplanckgesellschaft,de	fritzhaberinstituteofthemaxplanckgesellschaft,de-pohanguniversityofscienceandtechnology,kr",,,,
434,"theuniversityofarizona,us-universityofmelbourne,au	universityofmelbourne,au-gwangjuinstituteofscienceandtechnology,kr",,,,,
435,"stanforduniversity,us-stanforduniversity,us	stanforduniversity,us-yonseiuniversity,kr",,,,,
436,"indianauniversitybloomington,us-universityofcalifornia,us	universityofcalifornia,us-theuniversityofoklahoma,us","universityofcalifornia,us-theuniversityofoklahoma,us	theuniversityofoklahoma,us-yonseiuniversity,kr",,,,
437,"purdueuniversity,us-texasa&muniversity,us	texasa&muniversity,us-universityofwisconsin-madison,us","texasa&muniversity,us-universityofwisconsin-madison,us	universityofwisconsin-madison,us-seoulnationaluniversity,kr","universityofwisconsin-madison,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-yonseiuniversity,kr",,,
438,"seoulnationaluniversity,kr-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-cornelluniversity,us","koreainstituteforadvancedstudy,kr-cornelluniversity,us	cornelluniversity,us-chonnamnationaluniversity,kr",,,,
439,"brownuniversity,us-brownuniversity,us	brownuniversity,us-gwangjuinstituteofscienceandtechnology,kr",,,,,
440,"universityofillinoisaturbana-champaign,us-universityofwisconsin-madison,us	universityofwisconsin-madison,us-yonseiuniversity,kr",,,,,
441,"brownuniversity,us-purdueuniversity,us	purdueuniversity,us-seoulnationaluniversity,kr",,,,,
442,"stonybrookuniversity,us-universityofmaryland,us	universityofmaryland,us-yonseiuniversity,kr",,,,,
443,"yonseiuniversity,kr-universityofsouthflorida,us	universityofsouthflorida,us-yonseiuniversity,kr",,,,,
444,"theuniversityoftexasataustin,us-cavendishlaboratoryatuniversityofcambridge,uk	cavendishlaboratoryatuniversityofcambridge,uk-yonseiuniversity,kr",,,,,
445,"universityofcalifornia,us-autodeskinc,us	autodeskinc,us-yonseiuniversity,kr",,,,,
446,"yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-pohanguniversityofscienceandtechnology,kr","yonseiuniversity,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-rutgersuniversity,us","pohanguniversityofscienceandtechnology,kr-rutgersuniversity,us	rutgersuniversity,us-leideninstituteofphysics,nl","rutgersuniversity,us-leideninstituteofphysics,nl	leideninstituteofphysics,nl-yonseiuniversity,kr",,
447,"yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-stanforduniversity,us","yonseiuniversity,kr-stanforduniversity,us	stanforduniversity,us-yonseiuniversity,kr",,,,
448,"universityofmaryland,us-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-yonseiuniversity,kr",,,,,
449,"rutgersuniversity,us-rutgersuniversity,us	rutgersuniversity,us-yonseiuniversity,kr",,,,,
450,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-millerinstitute,us","seoulnationaluniversity,kr-millerinstitute,us	millerinstitute,us-koreainstituteforadvancedstudy,kr",,,,
451,"pennsylvaniastateuniversity,us-yonseiuniversity,kr	yonseiuniversity,kr-kyungheeuniversity,kr","yonseiuniversity,kr-kyungheeuniversity,kr	kyungheeuniversity,kr-koreainstituteforadvancedstudy,kr",,,,
452,"seoulnationaluniversity,kr-cornelluniversity,us	cornelluniversity,us-ajouuniversity,kr",,,,,
453,"theuniversityoftexasataustin,us-universityofcalifornia,us	universityofcalifornia,us-universityofchicago,us","universityofcalifornia,us-universityofchicago,us	universityofchicago,us-ajouuniversity,kr",,,,
454,"koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-ajouuniversity,kr",,,,,
455,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-universityofcambridge,uk","koreaadvancedinstituteofscienceandtechnology,kr-universityofcambridge,uk	universityofcambridge,uk-ajouuniversity,kr",,,,
456,"seoulnationaluniversity,kr-harvarduniversity,us	harvarduniversity,us-ajouuniversity,kr",,,,,
457,"michiganstateuniversity,us-harvarduniversity,us	harvarduniversity,us-ajouuniversity,kr",,,,,
458,"soganguniversity,kr-soganguniversity,kr	soganguniversity,kr-universityofchicago,us","soganguniversity,kr-universityofchicago,us	universityofchicago,us-ajouuniversity,kr",,,,
459,"seoulnationaluniversity,kr-universityofwisconsin-madison,us	universityofwisconsin-madison,us-ajouuniversity,kr",,,,,
460,"yonseiuniversity,kr-universityoftoronto,ca	universityoftoronto,ca-seoulnationaluniversity,kr","universityoftoronto,ca-seoulnationaluniversity,kr	seoulnationaluniversity,kr-ajouuniversity,kr",,,,
461,"ewhawomansuniversity,kr-universityofpennsylvania,us	universityofpennsylvania,us-tokyoinstituteoftechnology,jp","universityofpennsylvania,us-tokyoinstituteoftechnology,jp	tokyoinstituteoftechnology,jp-ajouuniversity,kr",,,,
462,"universityofrochester,us-jila,us	jila,us-inhauniversity,kr",,,,,
463,"purdueuniversity,us-purdueuniversity,us	purdueuniversity,us-inhauniversity,kr",,,,,
464,"universityofbonn,de-ruhruniversitybochum,de	ruhruniversitybochum,de-pusannationaluniversity,kr",,,,,
465,"universityofpennsylvania,us-universityofpennsylvania,us	universityofpennsylvania,us-inhauniversity,kr",,,,,
466,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-japanscienceandtechnology,jp","seoulnationaluniversity,kr-japanscienceandtechnology,jp	japanscienceandtechnology,jp-inhauniversity,kr",,,,
467,"rutgersuniversity,us-rutgersuniversity,us	rutgersuniversity,us-losalamosnationallaboratory,us","rutgersuniversity,us-losalamosnationallaboratory,us	losalamosnationallaboratory,us-inhauniversity,kr",,,,
468,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-nttbasicresearchlaboratories,jp","koreaadvancedinstituteofscienceandtechnology,kr-nttbasicresearchlaboratories,jp	nttbasicresearchlaboratories,jp-inhauniversity,kr",,,,
469,"seoulnationaluniversity,kr-georgiainstituteoftechnology,us	georgiainstituteoftechnology,us-inhauniversity,kr",,,,,
470,"kyotouniversity,jp-universityofcalifornia,us	universityofcalifornia,us-inhauniversity,kr",,,,,
471,"universityofmichigan,us-universityofillinoisaturbana-champaign,us	universityofillinoisaturbana-champaign,us-northwesternuniversity,us","universityofillinoisaturbana-champaign,us-northwesternuniversity,us	northwesternuniversity,us-inhauniversity,kr",,,,
472,"koreauniversity,kr-koreauniversity,kr	koreauniversity,kr-inhauniversity,kr",,,,,
473,"sungkyunkwanuniversity,kr-max-planckinstituteforevolutionarybiology,de	max-planckinstituteforevolutionarybiology,de-inhauniversity,kr",,,,,
474,"nationaluniversityofuzbekistan,uz-pusannationaluniversity,kr	pusannationaluniversity,kr-forschungszentrumjülich,de","pusannationaluniversity,kr-forschungszentrumjülich,de	forschungszentrumjülich,de-inhauniversity,kr",,,,
475,"rutgersuniversity,us-rutgersuniversity,us	rutgersuniversity,us-chung-anguniversity,kr",,,,,
476,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-lawrenceberkeleynationallaboratory,us","pohanguniversityofscienceandtechnology,kr-lawrenceberkeleynationallaboratory,us	lawrenceberkeleynationallaboratory,us-chung-anguniversity,kr",,,,
477,"purdueuniversity,us-nationalrenewableenergylaboratory,us	nationalrenewableenergylaboratory,us-chung-anguniversity,kr",,,,,
478,"universityofcalifornia,us-princetonuniversity,us	princetonuniversity,us-chung-anguniversity,kr",,,,,
479,"rutgersuniversity,us-rutgersuniversity,us	rutgersuniversity,us-chung-anguniversity,kr",,,,,
480,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-universityofwurzburg,de","koreaadvancedinstituteofscienceandtechnology,kr-universityofwurzburg,de	universityofwurzburg,de-koreaadvancedinstituteofscienceandtechnology,kr","universityofwurzburg,de-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-koreauniversity,kr","koreaadvancedinstituteofscienceandtechnology,kr-koreauniversity,kr	koreauniversity,kr-chung-anguniversity,kr",,
481,"kthroyalinstituteoftechnology,se-universityofcalifornia,us	universityofcalifornia,us-jeonbuknationaluniversity,kr",,,,,
482,"seoulnationaluniversity,kr-universityofbonn,de	universityofbonn,de-deutscheselektronen-synchrotron,de","universityofbonn,de-deutscheselektronen-synchrotron,de	deutscheselektronen-synchrotron,de-carnegiemellonuniversity,us","deutscheselektronen-synchrotron,de-carnegiemellonuniversity,us	carnegiemellonuniversity,us-mcmasteruniversity,ca","carnegiemellonuniversity,us-mcmasteruniversity,ca	mcmasteruniversity,ca-theeuropeanorganizationfornuclearresearch,dk","mcmasteruniversity,ca-theeuropeanorganizationfornuclearresearch,dk	theeuropeanorganizationfornuclearresearch,dk-koreainstituteforadvancedstudy,kr",
483,"seoulnationaluniversity,kr-argonnenationallaboratory,us	argonnenationallaboratory,us-pukyongnationaluniversity,kr",,,,,
484,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-princetonuniversity,us","seoulnationaluniversity,kr-princetonuniversity,us	princetonuniversity,us-chung-anguniversity,kr",,,,
485,"pennsylvaniastateuniversity,us-universityofcalifornia,us	universityofcalifornia,us-chung-anguniversity,kr",,,,,
486,"californiainstituteoftechnology,us-koreainstituteforadvancedstudy,kr	koreainstituteforadvancedstudy,kr-instituteforbasicscience,kr","koreainstituteforadvancedstudy,kr-instituteforbasicscience,kr	instituteforbasicscience,kr-universityofcologne,de","instituteforbasicscience,kr-universityofcologne,de	universityofcologne,de-chung-anguniversity,kr",,,
