,0,1,2,3,4,5
138,"seoulnationaluniversity,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-universityofcalifornia,us","pohanguniversityofscienceandtechnology,kr-universityofcalifornia,us	universityofcalifornia,us-pusannationaluniversity,kr",,,,
139,"pusannationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-utahstateuniversity,us","universityofcalifornia,us-utahstateuniversity,us	utahstateuniversity,us-pohanguniversityofscienceandtechnology,kr","utahstateuniversity,us-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-pusannationaluniversity,kr",,,
140,"koreauniversity,kr-nationalinstitutesofhealth,us	nationalinstitutesofhealth,us-pusannationaluniversity,kr",,,,,
141,"chungbuknationaluniversity,kr-chungbuknationaluniversity,kr	chungbuknationaluniversity,kr-universityofnebraska-lincoln,us","chungbuknationaluniversity,kr-universityofnebraska-lincoln,us	universityofnebraska-lincoln,us-pusannationaluniversity,kr",,,,
142,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr","pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-st.judechildren'sresearchhospital,us","pohanguniversityofscienceandtechnology,kr-st.judechildren'sresearchhospital,us	st.judechildren'sresearchhospital,us-daeguhannyuniversity,kr",,,
143,"seoulnationaluniversity,kr-kangwonnationaluniversity,kr	kangwonnationaluniversity,kr-yaleuniversity,us","kangwonnationaluniversity,kr-yaleuniversity,us	yaleuniversity,us-pusannationaluniversity,kr",,,,
144,"yonseiuniversity,kr-yaleuniversity,us	yaleuniversity,us-sungkyunkwanuniversity,kr",,,,,
145,"universityofbritishcolumbia,ca-universityofbritishcolumbia,ca	universityofbritishcolumbia,ca-sungkyunkwanuniversity,kr",,,,,
146,"koreaadvancedinstituteofscienceandtechnology,kr-yonseiuniversity,kr	yonseiuniversity,kr-bostonchildren'shospital,us","yonseiuniversity,kr-bostonchildren'shospital,us	bostonchildren'shospital,us-sungkyunkwanuniversity,kr",,,,
147,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-massachusettsinstituteoftechnology,us","seoulnationaluniversity,kr-massachusettsinstituteoftechnology,us	massachusettsinstituteoftechnology,us-princetonuniversity,us","massachusettsinstituteoftechnology,us-princetonuniversity,us	princetonuniversity,us-sungkyunkwanuniversity,kr",,,
148,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofcalifornia,us","seoulnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-sungkyunkwanuniversity,kr",,,,
149,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-dong-auniversity,kr",,,,,
150,"gwangjuinstituteofscienceandtechnology,kr-gwangjuinstituteofscienceandtechnology,kr	gwangjuinstituteofscienceandtechnology,kr-harvarduniversity,us","gwangjuinstituteofscienceandtechnology,kr-harvarduniversity,us	harvarduniversity,us-ajouuniversity,kr",,,,
151,"chungbuknationaluniversity,kr-universityofiowa,us	universityofiowa,us-sungkyunkwanuniversity,kr",,,,,
152,"seoulnationaluniversity,kr-northwesternuniversity,us	northwesternuniversity,us-hanyanguniversity,kr","northwesternuniversity,us-hanyanguniversity,kr	hanyanguniversity,kr-universityoflausanne,ch","hanyanguniversity,kr-universityoflausanne,ch	universityoflausanne,ch-sungkyunkwanuniversity,kr",,,
153,"universityofcalifornia,us-universityofcalifornia,us	universityofcalifornia,us-nationalinstituteofdiabetesanddigestiveandkidneydiseases,us","universityofcalifornia,us-nationalinstituteofdiabetesanddigestiveandkidneydiseases,us	nationalinstituteofdiabetesanddigestiveandkidneydiseases,us-sungkyunkwanuniversity,kr",,,,
154,"hanyanguniversity,kr-universityofpennsylvania,us	universityofpennsylvania,us-indianauniversityofpennsylvania,us","universityofpennsylvania,us-indianauniversityofpennsylvania,us	indianauniversityofpennsylvania,us-nationalinstituteforenvironmentalstudies,jp","indianauniversityofpennsylvania,us-nationalinstituteforenvironmentalstudies,jp	nationalinstituteforenvironmentalstudies,jp-hanyanguniversity,kr",,,
155,"seoulnationaluniversity,kr-catholickwangdonguniversity,kr	catholickwangdonguniversity,kr-kookminuniversity,kr",,,,,
156,"sungkyunkwanuniversity,kr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-universityofmassachusettsmedicalschool,us","sungkyunkwanuniversity,kr-universityofmassachusettsmedicalschool,us	universityofmassachusettsmedicalschool,us-sungkyunkwanuniversity,kr",,,,
157,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-cambridgecollege,us","seoulnationaluniversity,kr-cambridgecollege,us	cambridgecollege,us-sungkyunkwanuniversity,kr",,,,
158,"cornelluniversity,us-harvarduniversity,us	harvarduniversity,us-sungkyunkwanuniversity,kr",,,,,
159,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-nationalinstitutesofhealth,us","seoulnationaluniversity,kr-nationalinstitutesofhealth,us	nationalinstitutesofhealth,us-sungkyunkwanuniversity,kr",,,,
160,"pohanguniversityofscienceandtechnology,kr-universityofmassachusettsmedicalschool,us	universityofmassachusettsmedicalschool,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
161,"universityofalabamaatbirmingham,us-universityofalabamaatbirmingham,us	universityofalabamaatbirmingham,us-montanastateuniversity,us","universityofalabamaatbirmingham,us-montanastateuniversity,us	montanastateuniversity,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
162,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-harvarduniversity,us","seoulnationaluniversity,kr-harvarduniversity,us	harvarduniversity,us-lajollainstituteforimmunology,us","harvarduniversity,us-lajollainstituteforimmunology,us	lajollainstituteforimmunology,us-ulsannationalinstituteofscienceandtechnology,kr",,,
163,"ajouuniversity,kr-ajouuniversity,kr	ajouuniversity,kr-clevelandclinic,us","ajouuniversity,kr-clevelandclinic,us	clevelandclinic,us-memorialsloanketteringcancercenter,us","clevelandclinic,us-memorialsloanketteringcancercenter,us	memorialsloanketteringcancercenter,us-ulsannationalinstituteofscienceandtechnology,kr",,,
164,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-stanforduniversity,us","seoulnationaluniversity,kr-stanforduniversity,us	stanforduniversity,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
165,"thecatholicuniversityofkorea,kr-mayoclinic,us	mayoclinic,us-yaleuniversity,us","mayoclinic,us-yaleuniversity,us	yaleuniversity,us-sungkyunkwanuniversity,kr",,,,
166,"cornelluniversity,us-cornelluniversity,us	cornelluniversity,us-hospitalforspecialsurgery,us",,,,,
167,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityoftexassouthwesternmedicalcenter,us","seoulnationaluniversity,kr-universityoftexassouthwesternmedicalcenter,us	universityoftexassouthwesternmedicalcenter,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
168,"theuniversityoftexasataustin,us-theuniversityoftexasataustin,us	theuniversityoftexasataustin,us-universityofcalifornia,us","theuniversityoftexasataustin,us-universityofcalifornia,us	universityofcalifornia,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
169,"seoulnationaluniversity,kr-harvarduniversity,us	harvarduniversity,us-ulsannationalinstituteofscienceandtechnology,kr",,,,,
170,"universityoftsukuba,jp-universityoftsukuba,jp	universityoftsukuba,jp-st.judechildren'sresearchhospital,us","universityoftsukuba,jp-st.judechildren'sresearchhospital,us	st.judechildren'sresearchhospital,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
171,"seoulnationaluniversity,kr-koreauniversity,kr	koreauniversity,kr-columbiauniversityinthecityofnewyork,us","koreauniversity,kr-columbiauniversityinthecityofnewyork,us	columbiauniversityinthecityofnewyork,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
172,"pohanguniversityofscienceandtechnology,kr-ulsannationalinstituteofscienceandtechnology,kr	ulsannationalinstituteofscienceandtechnology,kr-memorialsloanketteringcancercenter,us","ulsannationalinstituteofscienceandtechnology,kr-memorialsloanketteringcancercenter,us	memorialsloanketteringcancercenter,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
173,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-dana–farbercancerinstitute,us","pohanguniversityofscienceandtechnology,kr-dana–farbercancerinstitute,us	dana–farbercancerinstitute,us-ulsannationalinstituteofscienceandtechnology,kr",,,,
174,"ajouuniversity,kr-ajouuniversity,kr	ajouuniversity,kr-kyonggiuniversity,kr","ajouuniversity,kr-kyonggiuniversity,kr	kyonggiuniversity,kr-kyonggiuniversity,kr",,,,
175,"texasa&muniversity,us-texasa&muniversity,us	texasa&muniversity,us-universityofconnecticut,us","texasa&muniversity,us-universityofconnecticut,us	universityofconnecticut,us-pohanguniversityofscienceandtechnology,kr","universityofconnecticut,us-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-ewhawomansuniversity,kr","pohanguniversityofscienceandtechnology,kr-ewhawomansuniversity,kr	ewhawomansuniversity,kr-ewhawomansuniversity,kr","ewhawomansuniversity,kr-ewhawomansuniversity,kr	ewhawomansuniversity,kr-kyonggiuniversity,kr",
176,"koreauniversity,kr-koreauniversity,kr	koreauniversity,kr-kyonggiuniversity,kr",,,,,
177,"sungkyunkwanuniversity,kr-newyorkuniversity,us	newyorkuniversity,us-ajouuniversity,kr","newyorkuniversity,us-ajouuniversity,kr	ajouuniversity,kr-cheongjuuniversity,kr",,,,
178,"seoulnationaluniversity,kr-chauniversity,kr	chauniversity,kr-kyonggiuniversity,kr",,,,,
179,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kyonggiuniversity,kr",,,,,
180,"seoulnationaluniversity,kr-theuniversityoftexashealthsciencecenterathouston,us	theuniversityoftexashealthsciencecenterathouston,us-kyungsunguniversity,kr",,,,,
181,"seoulnationaluniversity,kr-texasa&muniversity,us	texasa&muniversity,us-seoulnationaluniversity,kr","texasa&muniversity,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-kyungsunguniversity,kr",,,,
182,"texasa&muniversity,us-clemsonuniversity,us	clemsonuniversity,us-kyungsunguniversity,kr",,,,,
183,"chungnamnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-daejinuniversity,kr",,,,,
184,"koreauniversity,kr-newmexicostateuniversity,us	newmexicostateuniversity,us-korearesearchinstituteofchemicaltechnology,kr","newmexicostateuniversity,us-korearesearchinstituteofchemicaltechnology,kr	korearesearchinstituteofchemicaltechnology,kr-daejinuniversity,kr",,,,
185,"kyungpooknationaluniversity,kr-daejinuniversity,kr	daejinuniversity,kr-daejinuniversity,kr",,,,,
186,"kangwonnationaluniversity,kr-theuniversityoftokyo,jp	theuniversityoftokyo,jp-daejinuniversity,kr",,,,,
187,"koreauniversity,kr-koreauniversity,kr	koreauniversity,kr-koreaadvancedinstituteofscienceandtechnology,kr","koreauniversity,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-daejinuniversity,kr",,,,
188,"sungkyunkwanuniversity,kr-arizonastateuniversity,us	arizonastateuniversity,us-yonginuniversity,kr",,,,,
189,"yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-yonseiuniversity,kr","yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-yonginuniversity,kr",,,,
190,"kyungpooknationaluniversity,kr-nationalinstitutesofhealth,us	nationalinstitutesofhealth,us-andongnationaluniversity,kr",,,,,
191,"chungnamnationaluniversity,kr-chungnamnationaluniversity,kr	chungnamnationaluniversity,kr-pusannationaluniversity,kr","chungnamnationaluniversity,kr-pusannationaluniversity,kr	pusannationaluniversity,kr-andongnationaluniversity,kr",,,,
192,"mcgilluniversity,ca-seoulnationaluniversity,kr	seoulnationaluniversity,kr-yonseiuniversity,kr","seoulnationaluniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-yonseiuniversity,kr","yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-andongnationaluniversity,kr",,,
193,"jeonbuknationaluniversity,kr-jeonbuknationaluniversity,kr	jeonbuknationaluniversity,kr-jeonbuknationaluniversity,kr","jeonbuknationaluniversity,kr-jeonbuknationaluniversity,kr	jeonbuknationaluniversity,kr-andongnationaluniversity,kr",,,,
194,"yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-theuniversityoftexasmdandersoncancercenter,us","yonseiuniversity,kr-theuniversityoftexasmdandersoncancercenter,us	theuniversityoftexasmdandersoncancercenter,us-gachonuniversity,kr",,,,
195,"koreauniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-daejeonuniversity,kr",,,,,
196,"universityoftexassouthwesternmedicalcenter,us-seoulnationaluniversity,kr	seoulnationaluniversity,kr-gachonuniversity,kr",,,,,
197,"tottoriuniversity,jp-johnshopkinsuniversity,us	johnshopkinsuniversity,us-mcgilluniversity,ca","johnshopkinsuniversity,us-mcgilluniversity,ca	mcgilluniversity,ca-universityofrochester,us","mcgilluniversity,ca-universityofrochester,us	universityofrochester,us-inhauniversity,kr",,,
198,"medicaluniversityofinnsbruck,au-heidelberguniversityhospital,de	heidelberguniversityhospital,de-stanforduniversity,us","heidelberguniversityhospital,de-stanforduniversity,us	stanforduniversity,us-gachonuniversity,kr",,,,
199,"rutgersuniversity,us-pfizer,us	pfizer,us-gachonuniversity,kr",,,,,
200,"universityofiowa,us-harvarduniversity,us	harvarduniversity,us-gachonuniversity,kr",,,,,
201,"cornelluniversity,us-departmentofagriculture,us	departmentofagriculture,us-gachonuniversity,kr",,,,,
202,"illinoisinstituteoftechnology,us-brownuniversity,us	brownuniversity,us-gachonuniversity,kr",,,,,
203,"yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-korearesearchinstituteofchemicaltechnology,kr","yonseiuniversity,kr-korearesearchinstituteofchemicaltechnology,kr	korearesearchinstituteofchemicaltechnology,kr-universityofcalifornia,us","korearesearchinstituteofchemicaltechnology,kr-universityofcalifornia,us	universityofcalifornia,us-chungnamnationaluniversity,kr",,,
204,"koreauniversity,kr-koreauniversity,kr	koreauniversity,kr-nationalinstitutesofhealth,us","koreauniversity,kr-nationalinstitutesofhealth,us	nationalinstitutesofhealth,us-chungnamnationaluniversity,kr",,,,
205,"kyungheeuniversity,kr-kyungheeuniversity,kr	kyungheeuniversity,kr-kyungheeuniversity,kr","kyungheeuniversity,kr-kyungheeuniversity,kr	kyungheeuniversity,kr-chungnamnationaluniversity,kr",,,,
206,"cornelluniversity,us-universityofsoutherncalifornia,us	universityofsoutherncalifornia,us-chungnamnationaluniversity,kr",,,,,
207,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-universityoftexassouthwesternmedicalcenter,us","koreaadvancedinstituteofscienceandtechnology,kr-universityoftexassouthwesternmedicalcenter,us	universityoftexassouthwesternmedicalcenter,us-pohanguniversityofscienceandtechnology,kr","universityoftexassouthwesternmedicalcenter,us-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-chungnamnationaluniversity,kr",,,
208,"seoulnationaluniversity,kr-newcastleuniversity,uk	newcastleuniversity,uk-bioscienceukcentre,uk","newcastleuniversity,uk-bioscienceukcentre,uk	bioscienceukcentre,uk-chungnamnationaluniversity,kr",,,,
209,"universityofcalifornia,us-universityofcalifornia,us	universityofcalifornia,us-chungnamnationaluniversity,kr",,,,,
210,"massachusettsinstituteoftechnology,us-koreainstituteofscienceandtechnology,kr	koreainstituteofscienceandtechnology,kr-chungnamnationaluniversity,kr",,,,,
211,"osakauniversity,jp-nationalinstitutesofhealth,us	nationalinstitutesofhealth,us-chungnamnationaluniversity,kr",,,,,
212,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-scrippsresearch,us","seoulnationaluniversity,kr-scrippsresearch,us	scrippsresearch,us-chungnamnationaluniversity,kr",,,,
213,"koreaadvancedinstituteofscienceandtechnology,kr-therockefelleruniversity,us	therockefelleruniversity,us-universityofpennsylvania,us","therockefelleruniversity,us-universityofpennsylvania,us	universityofpennsylvania,us-chungnamnationaluniversity,kr",,,,
214,"chungnamnationaluniversity,kr-vanderbiltuniversity,us	vanderbiltuniversity,us-nationalinstitutesofhealth,us","vanderbiltuniversity,us-nationalinstitutesofhealth,us	nationalinstitutesofhealth,us-chungnamnationaluniversity,kr",,,,
215,"seoulnationaluniversity,kr-thecommonwealthscientificandindustrialresearchorganisation,au	thecommonwealthscientificandindustrialresearchorganisation,au-australiannationaluniversity,au","thecommonwealthscientificandindustrialresearchorganisation,au-australiannationaluniversity,au	australiannationaluniversity,au-universityofumea,se","australiannationaluniversity,au-universityofumea,se	universityofumea,se-chungnamnationaluniversity,kr",,,
216,"chungnamnationaluniversity,kr-rutgersuniversity,us	rutgersuniversity,us-michiganstateuniversity,us","rutgersuniversity,us-michiganstateuniversity,us	michiganstateuniversity,us-chungnamnationaluniversity,kr",,,,
217,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-nationalinstituteofforestscience,kr","pohanguniversityofscienceandtechnology,kr-nationalinstituteofforestscience,kr	nationalinstituteofforestscience,kr-pennsylvaniastateuniversity,us","nationalinstituteofforestscience,kr-pennsylvaniastateuniversity,us	pennsylvaniastateuniversity,us-nationalinstituteofagriculturalsciences,kr","pennsylvaniastateuniversity,us-nationalinstituteofagriculturalsciences,kr	nationalinstituteofagriculturalsciences,kr-chungnamnationaluniversity,kr",,
218,"universityofmissouri,us-universityofmissouri,us	universityofmissouri,us-korearesearchinstituteofchemicaltechnology,kr","universityofmissouri,us-korearesearchinstituteofchemicaltechnology,kr	korearesearchinstituteofchemicaltechnology,kr-chungnamnationaluniversity,kr",,,,
219,"universityofkansas,us-universityofkansas,us	universityofkansas,us-chungnamnationaluniversity,kr",,,,,
220,"seoulnationaluniversity,kr-northcarolinastateuniversity,us	northcarolinastateuniversity,us-kumholifesciencelaboratory,kr","northcarolinastateuniversity,us-kumholifesciencelaboratory,kr	kumholifesciencelaboratory,kr-chungnamnationaluniversity,kr",,,,
221,"universityofvienna,au-universityofvienna,au	universityofvienna,au-biologycentre,cz","universityofvienna,au-biologycentre,cz	biologycentre,cz-chungnamnationaluniversity,kr",,,,
222,"gyeongsangnationaluniversity,kr-iowastateuniversity,us	iowastateuniversity,us-seowonuniversity,kr",,,,,
223,"universityofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-massachusettsinstituteoftechnology,us","koreaadvancedinstituteofscienceandtechnology,kr-massachusettsinstituteoftechnology,us	massachusettsinstituteoftechnology,us-harvarduniversity,us","massachusettsinstituteoftechnology,us-harvarduniversity,us	harvarduniversity,us-donggukuniversity,kr",,,
224,"koreaadvancedinstituteofscienceandtechnology,kr-koreaadvancedinstituteofscienceandtechnology,kr	koreaadvancedinstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr","koreaadvancedinstituteofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-chungnamnationaluniversity,kr",,,,
225,"kyungheeuniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-thescrippsresearchinstitute,us","seoulnationaluniversity,kr-thescrippsresearchinstitute,us	thescrippsresearchinstitute,us-chungnamnationaluniversity,kr",,,,
226,"washingtonuniversityinst.louis,us-donalddanforthplantsciencecenter,us	donalddanforthplantsciencecenter,us-washingtonuniversityinst.louis,us","donalddanforthplantsciencecenter,us-washingtonuniversityinst.louis,us	washingtonuniversityinst.louis,us-chungnamnationaluniversity,kr",,,,
227,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-yonseiuniversity,kr","pohanguniversityofscienceandtechnology,kr-yonseiuniversity,kr	yonseiuniversity,kr-yonseiuniversity,kr","yonseiuniversity,kr-yonseiuniversity,kr	yonseiuniversity,kr-chungnamnationaluniversity,kr",,,
228,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-chungnamnationaluniversity,kr",,,,,
229,"chung-anguniversity,kr-universityofcalifornia,us	universityofcalifornia,us-chungbuknationaluniversity,kr",,,,,
230,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-harvarduniversity,us","pohanguniversityofscienceandtechnology,kr-harvarduniversity,us	harvarduniversity,us-pohanguniversityofscienceandtechnology,kr","harvarduniversity,us-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-nationalacademyofagriculturalsciences,kr","pohanguniversityofscienceandtechnology,kr-nationalacademyofagriculturalsciences,kr	nationalacademyofagriculturalsciences,kr-chungbuknationaluniversity,kr",,
231,"universityofsoutherncalifornia,us-universityofsoutherncalifornia,us	universityofsoutherncalifornia,us-chungbuknationaluniversity,kr",,,,,
232,"louisianastateuniversity,us-louisianastateuniversity,us	louisianastateuniversity,us-chungbuknationaluniversity,kr",,,,,
233,"cornelluniversity,us-davidz.rosensweiggenomicsresearchcenter,us	davidz.rosensweiggenomicsresearchcenter,us-chungbuknationaluniversity,kr",,,,,
234,"pohanguniversityofscienceandtechnology,kr-johnshopkinsuniversity,us	johnshopkinsuniversity,us-johnshopkinsuniversity,us","johnshopkinsuniversity,us-johnshopkinsuniversity,us	johnshopkinsuniversity,us-chungbuknationaluniversity,kr",,,,
235,"kyungheeuniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-chungbuknationaluniversity,kr",,,,,
236,"seoulnationaluniversity,kr-scrippsresearch,us	scrippsresearch,us-hannamuniversity,kr",,,,,
237,"hannamuniversity,kr-universityofalabamaatbirmingham,us	universityofalabamaatbirmingham,us-hannamuniversity,kr",,,,,
238,"seoulnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-hannamuniversity,kr",,,,,
239,"chungbuknationaluniversity,kr-kyotouniversity,jp	kyotouniversity,jp-changwonnationaluniversity,kr",,,,,
240,"pusannationaluniversity,kr-sungkyunkwanuniversity,kr	sungkyunkwanuniversity,kr-nationalinstitutesofhealth,us","sungkyunkwanuniversity,kr-nationalinstitutesofhealth,us	nationalinstitutesofhealth,us-changwonnationaluniversity,kr",,,,
241,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-sunchonnationaluniversity,kr","seoulnationaluniversity,kr-sunchonnationaluniversity,kr	sunchonnationaluniversity,kr-changwonnationaluniversity,kr",,,,
242,"yonseiuniversity,kr-washingtonuniversityinst.louis,us	washingtonuniversityinst.louis,us-harvarduniversity,us","washingtonuniversityinst.louis,us-harvarduniversity,us	harvarduniversity,us-bostonuniversity,us","harvarduniversity,us-bostonuniversity,us	bostonuniversity,us-changwonnationaluniversity,kr",,,
243,"pohanguniversityofscienceandtechnology,kr-soganguniversity,kr	soganguniversity,kr-universityofgothenburg,se","soganguniversity,kr-universityofgothenburg,se	universityofgothenburg,se-sungkyunkwanuniversity,kr",,,,
244,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr",,,,,
245,"floridastateuniversity,us-structuralbioinformatics,us	structuralbioinformatics,us-pohanguniversityofscienceandtechnology,kr",,,,,
246,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-johnshopkinsuniversity,us","pohanguniversityofscienceandtechnology,kr-johnshopkinsuniversity,us	johnshopkinsuniversity,us-pohanguniversityofscienceandtechnology,kr",,,,
247,"floridastateuniversity,us-universityofcalifornia,us	universityofcalifornia,us-pohanguniversityofscienceandtechnology,kr",,,,,
248,"koreaadvancedinstituteofscienceandtechnology,kr-therockefelleruniversity,us	therockefelleruniversity,us-pohanguniversityofscienceandtechnology,kr",,,,,
249,"universityoflondon,uk-columbiauniversityinthecityofnewyork,us	columbiauniversityinthecityofnewyork,us-pohanguniversityofscienceandtechnology,kr",,,,,
250,"pohanguniversityofscienceandtechnology,kr-pohanguniversityofscienceandtechnology,kr	pohanguniversityofscienceandtechnology,kr-daegugyeongbukinstituteofscienceandtechnology,kr",,,,,
251,"californiainstituteoftechnology,us-californiainstituteoftechnology,us	californiainstituteoftechnology,us-harvarduniversity,us","californiainstituteoftechnology,us-harvarduniversity,us	harvarduniversity,us-pohanguniversityofscienceandtechnology,kr",,,,
252,"koreaadvancedinstituteofscienceandtechnology,kr-washingtonuniversityinst.louis,us	washingtonuniversityinst.louis,us-pohanguniversityofscienceandtechnology,kr",,,,,
253,"rutgersuniversity,us-rutgersuniversity,us	rutgersuniversity,us-harvarduniversity,us","rutgersuniversity,us-harvarduniversity,us	harvarduniversity,us-universityoftexassouthwesternmedicalcenter,us",,,,
254,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-pohanguniversityofscienceandtechnology,kr",,,,,
255,"universityofvirginia,us-harvarduniversity,us	harvarduniversity,us-massachusettsinstituteoftechnology,us","harvarduniversity,us-massachusettsinstituteoftechnology,us	massachusettsinstituteoftechnology,us-pohanguniversityofscienceandtechnology,kr",,,,
256,"koreaadvancedinstituteofscienceandtechnology,kr-harvarduniversity,us	harvarduniversity,us-pohanguniversityofscienceandtechnology,kr",,,,,
257,"californiainstituteoftechnology,us-johnshopkinsuniversity,us	johnshopkinsuniversity,us-pohanguniversityofscienceandtechnology,kr",,,,,
258,"pohanguniversityofscienceandtechnology,kr-lajollainstituteforimmunology,us	lajollainstituteforimmunology,us-pohanguniversityofscienceandtechnology,kr",,,,,
259,"seoulnationaluniversity,kr-baylorcollegeofmedicine,us	baylorcollegeofmedicine,us-pohanguniversityofscienceandtechnology,kr",,,,,
260,"harvarduniversity,us-memorialsloanketteringcancercenter,us	memorialsloanketteringcancercenter,us-universityofmaryland,us",,,,,
261,"weizmanninstituteofscience,il-harvarduniversity,us	harvarduniversity,us-gwangjuinstituteofscienceandtechnology,kr",,,,,
262,"stateuniversityofnewyork,us-stateuniversityofnewyork,us	stateuniversityofnewyork,us-pohanguniversityofscienceandtechnology,kr",,,,,
263,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofcalifornia,us","seoulnationaluniversity,kr-universityofcalifornia,us	universityofcalifornia,us-universityofcalifornia,us",,,,
264,"cornelluniversity,us-memorialsloanketteringcancercenter,us	memorialsloanketteringcancercenter,us-pohanguniversityofscienceandtechnology,kr",,,,,
265,"seoulnationaluniversity,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-universityofcambridge,uk","seoulnationaluniversity,kr-universityofcambridge,uk	universityofcambridge,uk-universityofcambridge,uk","universityofcambridge,uk-universityofcambridge,uk	universityofcambridge,uk-pohanguniversityofscienceandtechnology,kr",,,
266,"koreaadvancedinstituteofscienceandtechnology,kr-seoulnationaluniversity,kr	seoulnationaluniversity,kr-harvarduniversity,us","seoulnationaluniversity,kr-harvarduniversity,us	harvarduniversity,us-pohanguniversityofscienceandtechnology,kr",,,,
267,"universityofcalifornia,us-universityofcalifornia,us	universityofcalifornia,us-pohanguniversityofscienceandtechnology,kr",,,,,
268,"universityofnorthcarolinaatchapelhill,us-harvarduniversity,us	harvarduniversity,us-gyeongsangnationaluniversity,kr",,,,,
